POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
300,1153.2,2878.42,4167.19,-3117.64,-25637.82,1367.25,13590.44,-3208.66,87.42,0.0,-5598.96,-3121.23,-8720.2

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
100,12.4,217.2,38.05,-5.94,-76.1,10.48,141.41,-39.01,3.3,0.0,337.5,-35.72,301.78
105,16.92,216.61,27.73,-6.59,-71.68,8.66,138.09,-42.19,3.33,0.0,329.74,-38.86,290.88
110,12.13,221.91,34.31,-6.7,-72.3,10.67,138.05,-40.77,3.3,0.0,338.07,-37.48,300.59
115,19.82,216.0,36.83,-7.21,-75.06,8.95,141.29,-41.95,3.34,0.0,340.63,-38.61,302.02
120,9.29,216.31,31.77,-5.74,-74.5,12.51,140.04,-40.67,3.35,0.0,329.68,-37.32,292.37
125,16.34,217.25,29.52,-6.04,-71.24,11.34,136.77,-39.6,3.38,0.0,333.95,-36.22,297.73
130,18.63,222.83,30.32,-5.95,-68.32,11.1,135.7,-42.48,3.38,0.0,344.31,-39.11,305.21
135,18.14,216.74,31.67,-5.23,-72.41,11.96,139.73,-40.96,3.32,0.0,340.61,-37.64,302.97
140,17.33,216.38,30.6,-8.03,-69.77,10.19,136.23,-39.6,3.32,0.0,332.95,-36.28,296.67
145,17.15,212.94,36.96,-5.86,-74.02,11.29,137.29,-39.31,3.36,0.0,335.75,-35.95,299.8
150,18.51,218.98,27.37,-5.99,-75.49,11.3,139.91,-41.65,3.33,0.0,334.59,-38.32,296.27
155,23.33,219.73,29.15,-7.02,-71.39,12.36,134.74,-41.37,3.36,0.0,340.9,-38.01,302.89
160,13.43,213.57,35.52,-6.23,-72.68,11.42,138.8,-42.13,3.33,0.0,333.83,-38.8,295.03
165,15.16,216.48,28.66,-6.61,-73.06,12.64,138.38,-42.09,3.37,0.0,331.65,-38.71,292.94
170,16.63,221.61,33.36,-7.15,-71.58,12.21,136.88,-41.36,3.31,0.0,341.95,-38.05,303.9
175,19.26,221.87,32.4,-6.17,-70.48,10.03,136.68,-42.02,3.36,0.0,343.58,-38.66,304.92
180,13.02,219.95,29.75,-6.8,-69.24,13.46,135.98,-42.21,3.37,0.0,336.11,-38.84,297.27
185,21.26,212.85,31.71,-4.96,-73.81,11.81,139.86,-40.48,3.29,0.0,338.71,-37.19,301.52
190,18.66,216.72,28.42,-5.75,-73.92,10.35,139.05,-41.24,3.35,0.0,333.52,-37.89,295.63
195,23.34,214.58,34.18,-7.33,-67.9,12.09,134.24,-41.0,3.33,0.0,343.21,-37.67,305.55
200,19.61,215.75,32.57,-6.94,-67.75,10.82,132.76,-41.36,3.33,0.0,336.82,-38.03,298.79
205,14.56,220.82,31.78,-6.06,-73.66,9.94,139.5,-41.79,3.35,0.0,336.89,-38.44,298.45
210,12.22,219.76,32.53,-5.16,-74.92,10.79,141.41,-40.31,3.32,0.0,336.64,-36.99,299.65
