GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
312,886.83,2094.89,2906.21,-2262.33,-20293.02,1030.4,11106.44,-2395.4,93.59,-4530.59,-2301.81,-6832.39
313,861.61,2109.27,2901.25,-2264.0,-20372.67,1023.83,11123.43,-2344.85,92.78,-4617.29,-2252.08,-6869.37
314,860.91,2108.09,2933.97,-2268.33,-20160.11,1043.99,11084.01,-2492.62,94.85,-4397.47,-2397.77,-6795.24
315,873.39,2088.07,2889.78,-2268.05,-20235.52,1021.77,11089.01,-2423.89,92.91,-4541.56,-2330.98,-6872.54
316,873.33,2093.7,2935.65,-2290.96,-20132.91,1013.43,11067.52,-2474.69,92.27,-4440.25,-2382.42,-6822.67
317,825.71,2075.78,2907.76,-2260.5,-20179.89,1054.01,11133.71,-2497.49,94.4,-4443.42,-2403.09,-6846.51
318,806.63,2077.44,2875.26,-2287.43,-20198.3,1035.49,11028.87,-2388.25,93.01,-4662.04,-2295.23,-6957.28
319,844.26,2167.43,2899.4,-2313.36,-20221.41,1010.57,11056.85,-2381.6,90.47,-4556.26,-2291.12,-6847.38
320,833.89,2119.47,2953.17,-2290.72,-20287.11,1024.09,11117.36,-2390.51,92.19,-4529.84,-2298.33,-6828.17
321,832.7,2094.5,2928.91,-2306.01,-20311.6,1020.25,11111.99,-2340.78,92.1,-4629.25,-2248.68,-6877.93
322,833.5,2090.79,2864.91,-2297.92,-20260.71,1045.95,11171.91,-2415.63,93.36,-4551.56,-2322.27,-6873.83
323,854.74,2083.51,2887.47,-2308.38,-20276.72,1032.47,11110.78,-2371.89,92.48,-4616.14,-2279.41,-6895.55
324,863.14,2092.81,2891.86,-2291.32,-20312.65,1037.52,11058.18,-2302.14,90.99,-4660.46,-2211.16,-6871.62
325,819.48,2113.2,2907.17,-2269.14,-20292.87,1032.9,11068.23,-2331.81,92.23,-4621.04,-2239.57,-6860.62
326,836.11,2114.75,2896.61,-2251.49,-20337.34,1040.06,11092.83,-2343.43,90.68,-4608.48,-2252.75,-6861.24
327,854.17,2045.39,2896.02,-2261.6,-20176.79,1047.41,11094.76,-2442.84,92.78,-4500.64,-2350.06,-6850.69
328,818.85,2094.82,2913.15,-2276.84,-20295.61,1037.67,11099.69,-2336.87,92.33,-4608.27,-2244.54,-6852.81
329,831.93,2083.07,2906.5,-2273.35,-20413.82,1015.33,11139.95,-2291.84,92.54,-4710.4,-2199.3,-6909.7
330,879.59,2053.76,2890.38,-2258.07,-20425.88,1037.82,11112.7,-2325.68,93.06,-4709.71,-2232.62,-6942.33
331,838.28,2124.17,2913.32,-2277.37,-20374.36,1008.44,11157.18,-2294.37,91.06,-4610.34,-2203.31,-6813.64
332,854.2,2107.72,2915.53,-2266.5,-20340.31,1007.28,11136.17,-2341.71,93.32,-4585.92,-2248.4,-6834.31
333,844.34,2044.87,2866.62,-2269.09,-20363.11,1040.01,11149.13,-2340.61,93.16,-4687.23,-2247.45,-6934.68
334,869.84,2200.75,2903.46,-2277.97,-20278.57,1014.27,11095.0,-2381.41,92.52,-4473.22,-2288.89,-6762.11
335,836.96,2092.5,2951.01,-2255.57,-20331.24,1019.03,11131.4,-2376.59,92.33,-4555.92,-2284.27,-6840.18
336,832.23,2106.07,2926.91,-2283.61,-20181.06,1010.92,11036.76,-2408.35,93.38,-4551.77,-2314.97,-6866.74
337,846.16,2078.57,2898.51,-2290.31,-20180.93,1018.5,11043.58,-2394.78,93.98,-4585.91,-2300.8,-6886.71
338,831.03,2097.6,2885.45,-2319.21,-20347.77,1023.92,11105.3,-2305.48,91.55,-4723.68,-2213.93,-6937.61
339,840.69,2131.04,2872.39,-2259.5,-20223.31,1005.16,11045.14,-2385.58,93.08,-4588.4,-2292.5,-6880.9
340,861.48,2136.73,2904.34,-2282.15,-20288.12,1006.16,11081.74,-2361.2,91.8,-4579.83,-2269.41,-6849.24
341,840.6,2125.46,2891.51,-2277.52,-20244.09,1049.62,11099.13,-2361.74,91.7,-4515.3,-2270.04,-6785.34
342,834.22,2078.43,2928.24,-2284.54,-20184.01,1024.65,11052.3,-2405.53,91.98,-4550.71,-2313.55,-6864.26
343,870.63,2133.15,2902.2,-2275.72,-20215.08,1019.3,11026.6,-2356.99,92.14,-4538.91,-2264.85,-6803.76
344,876.43,2097.96,2924.74,-2306.54,-20171.24,1011.61,11074.31,-2436.09,89.45,-4492.73,-2346.64,-6839.37
345,821.14,2133.13,2923.1,-2292.04,-20208.06,1040.82,11107.01,-2411.05,92.06,-4474.89,-2318.98,-6793.88
346,847.03,2119.36,2921.79,-2246.28,-20257.49,1019.92,11089.64,-2390.26,92.42,-4506.04,-2297.84,-6803.88
347,793.48,2036.1,2884.81,-2221.52,-20272.98,1026.16,11069.81,-2367.85,92.65,-4684.13,-2275.19,-6959.33
348,888.78,2092.62,2925.26,-2287.63,-20114.69,1022.24,11026.19,-2442.37,92.44,-4447.23,-2349.93,-6797.16
349,842.02,2106.07,2870.43,-2272.2,-20123.89,1018.18,11021.13,-2432.03,93.09,-4538.26,-2338.94,-6877.2
350,795.45,2107.51,2859.47,-2291.93,-20207.59,1021.81,11113.66,-2433.26,93.03,-4601.62,-2340.22,-6941.85
351,858.77,2144.31,2924.47,-2293.82,-20218.72,1012.18,11086.52,-2387.32,92.98,-4486.28,-2294.34,-6780.62
352,816.63,2186.8,2910.95,-2294.45,-20205.19,1025.41,11011.49,-2344.58,92.33,-4548.38,-2252.25,-6800.62
353,867.99,2173.99,2869.03,-2273.74,-20275.54,1042.47,11046.82,-2314.76,91.82,-4548.99,-2222.94,-6771.93
354,848.98,2051.45,2863.37,-2269.97,-20256.55,1027.71,11082.28,-2350.29,91.15,-4652.73,-2259.14,-6911.87
355,855.86,2110.71,2907.34,-2256.37,-20337.1,1021.93,11050.58,-2305.18,91.52,-4647.06,-2213.67,-6860.73
356,867.28,2105.88,2876.15,-2242.16,-20237.81,1013.59,10998.25,-2300.0,91.41,-4618.83,-2208.58,-6827.41
357,870.35,2121.86,2916.75,-2296.44,-20211.43,1009.27,11079.11,-2367.58,91.76,-4510.52,-2275.82,-6786.33
358,863.06,2086.47,2851.07,-2315.3,-20301.58,1048.64,11105.05,-2307.89,89.73,-4662.59,-2218.16,-6880.75
359,887.28,2103.2,2919.77,-2262.9,-20290.47,1019.3,11023.33,-2293.43,90.97,-4600.49,-2202.46,-6802.95
360,844.69,2163.98,2900.03,-2281.73,-20367.5,1025.02,11059.34,-2258.47,89.85,-4656.17,-2168.62,-6824.79
361,846.5,2112.78,2899.86,-2299.05,-20284.33,1048.61,11084.15,-2367.55,90.71,-4591.48,-2276.84,-6868.31
362,855.32,2066.01,2932.25,-2281.29,-20198.39,1014.6,11048.33,-2412.39,91.99,-4563.17,-2320.4,-6883.56
363,843.15,2109.5,2899.46,-2287.59,-20193.8,1036.54,11006.21,-2344.58,93.35,-4586.54,-2251.24,-6837.77
364,823.71,2082.9,2880.52,-2267.48,-20211.85,1026.7,11101.99,-2403.56,90.85,-4563.5,-2312.71,-6876.21
365,835.73,2112.6,2923.58,-2256.27,-20381.81,1037.48,11106.94,-2313.8,93.96,-4621.76,-2219.84,-6841.6
366,830.73,2099.98,2892.01,-2242.5,-20276.81,1051.51,11082.43,-2352.57,92.79,-4562.66,-2259.78,-6822.44
367,878.86,2082.18,2899.99,-2252.32,-20242.22,1039.05,11140.8,-2429.08,92.76,-4453.67,-2336.32,-6789.99
368,785.41,2162.76,2859.49,-2271.21,-20184.36,1023.91,11062.26,-2416.16,92.67,-4561.74,-2323.5,-6885.24
369,897.03,2091.93,2883.15,-2226.91,-20165.31,987.23,11078.62,-2478.92,93.93,-4454.25,-2384.99,-6839.25
370,886.6,2096.3,2866.26,-2229.68,-20321.33,1019.15,11136.44,-2387.29,94.55,-4546.25,-2292.74,-6838.99
371,862.34,2141.62,2875.17,-2270.74,-20209.96,1019.99,11021.22,-2346.29,92.98,-4560.35,-2253.3,-6813.65
372,880.06,2186.47,2875.23,-2236.11,-20243.29,1034.38,11051.45,-2333.13,94.56,-4451.82,-2238.57,-6690.39
373,815.71,2039.94,2882.58,-2277.53,-20262.82,1016.53,11118.19,-2383.08,93.3,-4667.4,-2289.78,-6957.18
374,859.75,2132.25,2884.09,-2250.01,-20214.29,1027.59,11043.86,-2366.39,93.42,-4516.76,-2272.97,-6789.73
375,834.83,2089.29,2877.53,-2239.13,-20209.81,1004.81,11048.73,-2394.99,93.3,-4593.77,-2301.69,-6895.46
376,818.59,2191.3,2922.36,-2267.39,-20231.63,1015.63,11047.22,-2369.21,93.92,-4503.92,-2275.29,-6779.21
377,848.63,2119.66,2923.99,-2250.46,-20259.95,1011.24,11142.2,-2417.89,96.64,-4464.69,-2321.25,-6785.94
378,840.96,2087.06,2937.68,-2241.95,-20427.98,1032.47,11162.39,-2275.97,93.44,-4609.38,-2182.53,-6791.91
379,824.08,2096.98,2885.22,-2245.23,-20226.51,1022.65,11084.83,-2380.51,95.66,-4557.98,-2284.85,-6842.83
380,854.44,2125.6,2911.89,-2271.74,-20348.09,1021.58,11073.07,-2317.37,93.91,-4633.26,-2223.45,-6856.71
381,819.62,2096.19,2913.18,-2273.62,-20297.14,1013.63,11105.33,-2354.93,93.28,-4622.81,-2261.65,-6884.46
382,812.95,2123.15,2899.28,-2255.16,-20451.66,1035.86,11144.72,-2277.96,91.85,-4690.86,-2186.11,-6876.96
383,823.91,2087.7,2910.83,-2210.41,-20358.38,1013.58,11113.58,-2338.86,94.68,-4619.2,-2244.18,-6863.37
384,834.26,2154.7,2892.07,-2251.58,-20297.6,1028.31,11096.39,-2370.52,91.5,-4543.45,-2279.02,-6822.47
385,852.44,2122.36,2905.31,-2260.17,-20262.9,1042.72,11070.63,-2335.43,92.88,-4529.61,-2242.55,-6772.16
386,879.16,2188.64,2892.44,-2288.62,-20238.86,1002.77,11050.18,-2385.62,94.71,-4514.29,-2290.91,-6805.2
387,808.81,2162.0,2907.53,-2296.75,-20314.42,1030.87,11085.25,-2285.36,91.06,-4616.72,-2194.31,-6811.02
388,821.0,2153.05,2872.07,-2282.03,-20250.22,1034.53,11066.96,-2351.79,91.89,-4584.64,-2259.9,-6844.54
389,843.39,2185.5,2922.14,-2282.15,-20306.98,1026.62,11088.83,-2325.98,91.05,-4522.65,-2234.93,-6757.58
390,870.07,2083.36,2873.89,-2322.66,-20360.77,1039.7,11121.12,-2298.05,91.39,-4695.3,-2206.67,-6901.97
391,868.67,2069.91,2902.76,-2272.43,-20298.91,1021.36,11141.78,-2397.97,94.53,-4566.85,-2303.44,-6870.29
392,859.36,2108.28,2911.73,-2237.14,-20195.84,1031.68,11094.83,-2458.32,96.02,-4427.08,-2362.3,-6789.38
393,837.92,2146.59,2931.34,-2270.53,-20266.41,1021.12,11104.43,-2396.16,92.19,-4495.55,-2303.97,-6799.52
394,844.78,2117.03,2917.19,-2243.17,-20370.39,1023.88,11106.47,-2332.02,94.96,-4604.21,-2237.06,-6841.27
395,800.82,1999.6,2919.72,-2266.54,-20292.49,1033.94,11136.91,-2350.52,92.12,-4668.04,-2258.41,-6926.44
396,827.31,2119.78,2875.7,-2287.17,-20241.68,1012.24,11058.98,-2353.74,94.26,-4634.84,-2259.47,-6894.32
397,875.72,2125.77,2844.76,-2271.96,-20245.18,1012.12,11098.52,-2381.26,94.49,-4560.26,-2286.77,-6847.03
398,891.17,2130.74,2895.41,-2291.56,-20337.69,1027.49,11140.96,-2311.69,94.14,-4543.49,-2217.56,-6761.04
399,839.39,2095.52,2863.67,-2286.2,-20196.36,1036.91,11116.59,-2431.0,95.3,-4530.48,-2335.69,-6866.18
400,828.94,2113.0,2872.87,-2266.11,-20190.25,1031.92,11054.78,-2439.84,92.89,-4554.85,-2346.95,-6901.8
401,872.87,2084.09,2886.55,-2284.03,-20205.46,1039.59,11121.44,-2439.95,94.23,-4484.94,-2345.72,-6830.66
402,797.14,2101.53,2895.98,-2272.88,-20151.41,1029.3,11090.11,-2499.16,94.21,-4510.22,-2404.95,-6915.17
403,837.58,2104.78,2882.86,-2288.4,-20283.59,1016.81,11090.1,-2335.46,92.05,-4639.86,-2243.41,-6883.27
404,789.85,2115.33,2920.72,-2295.81,-20244.12,1040.79,11048.06,-2353.55,91.63,-4625.18,-2261.92,-6887.1
405,822.29,2165.73,2889.28,-2284.18,-20183.18,1030.18,11028.87,-2384.0,92.2,-4531.0,-2291.8,-6822.8
406,840.42,2077.31,2903.19,-2289.98,-20321.21,1035.51,11142.23,-2332.42,91.54,-4612.51,-2240.87,-6853.38
407,842.57,2078.26,2894.63,-2285.3,-20208.72,1022.01,11081.81,-2394.58,90.94,-4574.73,-2303.65,-6878.38
408,838.82,2099.38,2874.98,-2263.52,-20236.07,1041.9,11068.1,-2357.91,92.44,-4576.4,-2265.47,-6841.87
409,846.74,2104.96,2905.2,-2269.01,-20231.68,1024.86,11089.29,-2393.07,93.42,-4529.63,-2299.65,-6829.28
410,870.48,2135.55,2879.35,-2292.68,-20218.89,1000.07,11116.03,-2380.44,92.78,-4510.08,-2287.66,-6797.74
411,874.11,2120.19,2897.34,-2268.53,-20187.32,1037.05,11097.77,-2424.45,92.88,-4429.39,-2331.57,-6760.96
412,877.55,2119.48,2912.1,-2273.72,-20304.71,1019.09,11121.33,-2373.38,92.43,-4528.88,-2280.96,-6809.84
413,823.6,2120.74,2917.23,-2279.94,-20278.29,1014.41,11054.02,-2323.27,91.31,-4628.22,-2231.96,-6860.18
414,874.85,2092.11,2899.01,-2255.76,-20139.48,1016.53,11055.04,-2469.88,92.03,-4457.7,-2377.85,-6835.55
415,832.46,2148.46,2892.54,-2285.37,-20225.03,1023.29,11127.2,-2442.43,92.63,-4486.45,-2349.8,-6836.25
416,855.78,2160.32,2918.43,-2266.28,-20213.83,1020.43,11073.19,-2420.75,96.73,-4451.95,-2324.02,-6775.97
417,881.0,2122.2,2923.79,-2256.36,-20227.88,1002.87,11071.72,-2406.2,94.47,-4482.65,-2311.73,-6794.39
418,829.82,2025.7,2902.1,-2286.75,-20153.4,1039.09,11121.95,-2409.1,90.72,-4521.48,-2318.38,-6839.86
419,885.89,2152.75,2882.78,-2255.5,-20248.99,1031.78,11031.51,-2332.51,91.9,-4519.78,-2240.62,-6760.4
420,853.65,2109.08,2872.14,-2254.13,-20304.45,1021.32,11080.42,-2334.47,92.58,-4621.97,-2241.88,-6863.85
421,850.07,2123.16,2892.31,-2272.48,-20219.12,1015.75,11089.09,-2401.87,92.51,-4521.24,-2309.36,-6830.59
422,818.4,2067.61,2889.49,-2299.48,-20245.44,1034.72,11056.7,-2373.85,91.36,-4678.01,-2282.49,-6960.5
423,850.19,2128.32,2865.58,-2240.99,-20197.05,1029.36,11137.26,-2473.15,95.06,-4427.33,-2378.08,-6805.41
424,869.12,2150.05,2889.92,-2295.89,-20175.06,1011.61,11102.49,-2477.54,92.78,-4447.75,-2384.76,-6832.51
425,861.12,2166.17,2915.01,-2290.19,-20221.87,1013.45,11097.59,-2415.87,92.95,-4458.72,-2322.92,-6781.64
426,824.09,2047.25,2909.09,-2279.59,-20152.26,1016.35,11082.01,-2453.87,94.47,-4553.07,-2359.4,-6912.47
427,846.29,2085.52,2863.85,-2250.54,-20160.98,1020.36,11066.99,-2453.99,95.76,-4528.51,-2358.23,-6886.74
428,881.34,2160.64,2913.58,-2245.73,-20210.03,1010.0,11058.51,-2378.69,94.07,-4431.69,-2284.62,-6716.31
429,852.74,2004.16,2916.9,-2300.04,-20258.37,1028.23,11141.47,-2403.77,93.82,-4614.91,-2309.96,-6924.86
430,840.18,2097.01,2910.59,-2296.38,-20367.97,1012.94,11167.14,-2338.72,90.85,-4636.48,-2247.86,-6884.34
431,840.38,2103.78,2863.43,-2271.61,-20275.07,1039.65,11140.4,-2394.99,93.2,-4559.04,-2301.79,-6860.83
432,865.51,2106.16,2872.58,-2245.42,-20209.92,1036.82,11139.71,-2476.38,94.37,-4434.57,-2382.02,-6816.58
433,859.1,2147.68,2928.19,-2265.64,-20308.59,1031.86,11183.83,-2437.42,93.88,-4423.57,-2343.54,-6767.11
434,815.64,2085.79,2928.92,-2280.93,-20218.49,1023.02,11156.21,-2453.91,92.91,-4489.84,-2361.0,-6850.84
435,860.61,2106.92,2925.86,-2264.12,-20234.84,1039.3,11132.99,-2438.55,92.71,-4433.27,-2345.84,-6779.12
436,834.97,2084.11,2929.97,-2260.35,-20337.97,1026.08,11158.94,-2353.12,92.74,-4564.25,-2260.38,-6824.63
437,849.71,2138.19,2930.41,-2254.85,-20175.16,1031.21,11076.75,-2419.81,93.42,-4403.73,-2326.39,-6730.12
438,852.49,2152.95,2911.88,-2274.92,-20278.91,1021.84,11081.2,-2369.68,95.37,-4533.47,-2274.3,-6807.77
439,835.19,2089.67,2898.67,-2213.38,-20212.9,1059.14,11119.12,-2465.98,93.08,-4424.49,-2372.89,-6797.39
440,833.28,2070.56,2901.71,-2273.34,-20361.43,1035.6,11125.89,-2343.63,93.04,-4667.72,-2250.59,-6918.31
441,872.66,2118.49,2916.12,-2263.03,-20217.14,994.42,11053.43,-2395.89,92.56,-4525.06,-2303.33,-6828.39
442,867.12,2156.76,2956.89,-2252.9,-20353.36,1046.4,11157.22,-2359.71,94.34,-4421.88,-2265.37,-6687.24
443,863.55,2058.78,2857.95,-2268.06,-20283.71,1015.81,11062.89,-2326.6,90.99,-4692.78,-2235.61,-6928.39
444,827.03,2129.67,2939.07,-2266.92,-20274.04,1028.71,11080.1,-2389.57,90.83,-4536.38,-2298.74,-6835.12
445,881.47,2109.39,2940.6,-2279.67,-20170.71,1023.33,10973.72,-2376.24,92.29,-4521.88,-2283.95,-6805.83
446,860.69,2155.07,2933.54,-2282.9,-20184.08,1005.88,11108.68,-2474.08,92.76,-4403.11,-2381.32,-6784.43
447,832.08,2109.27,2876.79,-2276.4,-20161.23,1013.4,11087.04,-2469.25,93.17,-4519.06,-2376.07,-6895.13
448,789.03,2108.83,2892.4,-2278.25,-20267.46,1016.72,11105.17,-2375.85,91.44,-4633.56,-2284.41,-6917.98
449,829.54,2107.68,2922.67,-2254.95,-20319.85,1035.96,11136.52,-2390.61,94.47,-4542.43,-2296.14,-6838.57
450,827.58,2061.52,2921.76,-2307.43,-20152.41,1021.04,11062.75,-2391.75,91.08,-4565.19,-2300.68,-6865.87
451,826.14,2123.58,2909.5,-2289.09,-20163.54,1035.87,11124.73,-2437.62,91.66,-4432.81,-2345.96,-6778.77
452,837.63,2092.61,2907.57,-2249.18,-20221.26,1006.8,11019.17,-2411.6,92.3,-4606.67,-2319.31,-6925.97
453,831.77,2140.86,2859.53,-2298.4,-20227.39,1003.44,11132.21,-2415.34,90.58,-4557.98,-2324.76,-6882.74
454,829.96,2007.32,2925.1,-2240.67,-20256.45,1014.0,11132.21,-2411.68,93.41,-4588.53,-2318.27,-6906.8
455,825.65,2066.26,2887.06,-2264.28,-20283.08,1029.64,11145.37,-2371.08,92.9,-4593.37,-2278.18,-6871.55
456,860.98,2154.96,2881.31,-2270.42,-20214.54,1004.91,11063.04,-2423.15,92.36,-4519.77,-2330.79,-6850.56
457,850.33,2083.92,2905.11,-2299.16,-20233.66,1014.6,11106.33,-2425.04,92.03,-4572.55,-2333.0,-6905.55
458,836.74,2132.8,2895.18,-2295.67,-20223.67,1016.09,11099.68,-2440.71,90.84,-4538.86,-2349.87,-6888.73
459,846.52,2103.43,2882.92,-2270.22,-20173.52,1025.5,11073.72,-2467.88,95.01,-4511.66,-2372.87,-6884.53
460,873.58,2103.91,2960.98,-2282.88,-20337.05,1016.1,11089.37,-2312.02,89.92,-4575.99,-2222.1,-6798.09
461,819.18,2149.2,2915.13,-2312.78,-20342.36,1024.91,11061.58,-2266.39,88.96,-4685.15,-2177.42,-6862.57
462,885.35,2142.98,2900.04,-2317.64,-20176.01,1002.5,11047.77,-2406.22,91.24,-4515.02,-2314.98,-6830.0
463,814.15,2068.31,2924.28,-2272.25,-20215.8,1066.22,11100.16,-2388.9,93.18,-4514.92,-2295.72,-6810.64
464,849.11,2097.03,2880.4,-2310.16,-20247.53,1025.97,11100.18,-2380.1,90.09,-4605.0,-2290.02,-6895.01
465,800.12,2160.31,2915.9,-2291.63,-20331.93,1035.52,11061.52,-2248.33,90.32,-4650.19,-2158.01,-6808.2
466,884.22,2086.26,2902.86,-2308.41,-20368.68,1009.91,11086.72,-2247.01,88.34,-4707.13,-2158.67,-6865.8
467,832.22,2103.08,2892.67,-2308.72,-20296.17,969.92,11066.41,-2314.33,89.76,-4740.58,-2224.56,-6965.15
468,877.26,2114.46,2897.17,-2281.85,-20286.76,1028.12,11076.88,-2285.0,91.03,-4574.7,-2193.98,-6768.68
469,822.34,2105.9,2900.49,-2280.94,-20252.11,1023.55,11042.67,-2301.17,91.41,-4638.1,-2209.75,-6847.85
470,820.48,2119.34,2901.36,-2263.63,-20254.83,1027.43,11077.61,-2335.71,90.45,-4572.24,-2245.26,-6817.5
471,879.88,2108.59,2892.51,-2284.19,-20314.24,1022.05,11106.27,-2317.4,92.31,-4589.13,-2225.09,-6814.22
472,844.14,2058.61,2905.52,-2282.66,-20315.83,1027.49,11079.64,-2299.56,92.01,-4683.09,-2207.55,-6890.64
473,861.16,2115.38,2932.97,-2291.7,-20305.5,993.16,11039.15,-2304.05,90.39,-4655.39,-2213.66,-6869.04
474,838.73,2127.44,2901.39,-2285.29,-20246.59,1044.61,11041.96,-2352.59,90.4,-4577.74,-2262.19,-6839.93
475,839.95,2074.41,2932.97,-2262.77,-20454.25,1063.41,11147.41,-2270.98,92.13,-4658.88,-2178.85,-6837.73
476,804.88,2135.05,2928.32,-2315.97,-20259.74,1043.61,11169.84,-2392.76,91.31,-4494.01,-2301.44,-6795.45
477,871.48,2040.45,2877.27,-2220.05,-20181.73,1026.46,11086.41,-2477.22,92.69,-4499.7,-2384.54,-6884.24
478,856.03,2111.86,2920.86,-2264.08,-20268.29,995.84,11116.1,-2401.57,92.7,-4531.68,-2308.88,-6840.56
479,846.02,2139.28,2925.39,-2287.41,-20321.48,1020.69,11113.64,-2375.53,91.45,-4563.87,-2284.08,-6847.95
480,859.03,2148.74,2930.29,-2278.78,-20256.29,1029.69,11063.42,-2341.77,91.23,-4503.89,-2250.54,-6754.44
481,825.46,2090.59,2877.3,-2293.95,-20202.28,1019.76,11069.1,-2358.1,91.88,-4614.02,-2266.22,-6880.24
482,863.98,2099.82,2908.24,-2281.28,-20267.5,1014.02,11052.45,-2375.16,91.31,-4610.27,-2283.85,-6894.12
483,849.97,2106.31,2907.54,-2262.39,-20331.74,1019.19,11148.62,-2343.16,91.1,-4562.5,-2252.06,-6814.56
484,850.24,2090.61,2905.24,-2280.61,-20346.92,1012.66,11089.31,-2311.96,93.94,-4679.47,-2218.02,-6897.49
485,918.98,2109.32,2930.01,-2282.47,-20240.45,1002.62,11063.97,-2392.22,93.86,-4498.01,-2298.36,-6796.37
486,836.96,2137.28,2932.46,-2263.0,-20180.5,1023.49,11097.3,-2479.68,94.61,-4416.01,-2385.07,-6801.08
487,835.88,2062.56,2906.0,-2259.11,-20225.62,1032.59,11089.41,-2400.41,92.66,-4558.28,-2307.75,-6866.03
488,886.19,2126.12,2877.7,-2280.14,-20116.64,1014.13,11019.7,-2432.94,92.45,-4472.94,-2340.49,-6813.44
489,837.71,2131.77,2957.55,-2282.84,-20186.89,1026.16,11077.32,-2416.7,93.72,-4439.23,-2322.98,-6762.21
490,840.55,2108.21,2891.6,-2286.37,-20343.82,1033.63,11122.09,-2343.98,92.99,-4634.11,-2250.99,-6885.1
491,847.48,2094.34,2885.45,-2279.1,-20301.16,1016.97,11120.1,-2377.5,93.04,-4615.91,-2284.45,-6900.36
492,805.32,2131.43,2921.46,-2247.04,-20280.08,1030.25,11136.75,-2390.76,93.7,-4501.91,-2297.05,-6798.96
493,850.37,2159.07,2920.05,-2267.45,-20276.9,1024.56,11056.92,-2326.67,90.41,-4533.39,-2236.26,-6769.65
494,843.38,2069.7,2908.96,-2277.99,-20270.45,1030.89,11113.88,-2354.88,91.46,-4581.62,-2263.42,-6845.04
495,872.05,2106.7,2891.31,-2268.66,-20261.9,1058.92,11124.09,-2396.08,93.72,-4477.47,-2302.35,-6779.82
496,847.53,2160.1,2916.72,-2283.81,-20284.54,1025.1,11093.75,-2394.8,92.33,-4525.15,-2302.47,-6827.62
497,911.42,2100.53,2912.64,-2272.63,-20313.33,1012.98,11125.47,-2373.8,92.07,-4522.91,-2281.73,-6804.64
498,818.0,2163.94,2919.73,-2277.2,-20283.08,1025.72,11114.08,-2369.04,91.39,-4518.81,-2277.66,-6796.47
499,822.67,2139.48,2889.98,-2253.09,-20259.17,1011.57,11064.13,-2369.62,90.8,-4584.42,-2278.82,-6863.25
500,862.29,2115.44,2927.12,-2296.15,-20275.15,1026.87,11104.84,-2379.4,92.21,-4534.74,-2287.19,-6821.93

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,40.57,289.69,24.82,-3.47,-156.03,61.75,177.56,-68.24,2.51,434.9,-65.73,369.17
201,23.35,302.1,21.86,-2.95,-160.48,69.17,184.01,-67.56,2.54,437.06,-65.02,372.05
202,44.44,288.73,21.64,-2.56,-160.49,62.65,180.28,-66.85,2.59,434.69,-64.26,370.43
203,35.72,299.19,22.87,-3.03,-157.98,55.79,181.35,-67.61,2.55,433.91,-65.06,368.85
204,39.4,292.59,24.32,-2.49,-160.14,60.4,181.69,-68.18,2.56,435.76,-65.62,370.14
205,42.23,295.23,23.21,-3.15,-158.86,55.43,181.16,-67.18,2.57,435.26,-64.61,370.66
206,42.2,285.28,24.07,-2.39,-159.36,63.06,181.2,-67.52,2.62,434.06,-64.9,369.17
207,38.67,290.74,23.0,-2.25,-162.18,61.09,184.44,-68.29,2.53,433.51,-65.76,367.75
208,38.71,286.25,22.5,-3.24,-158.77,62.4,180.12,-68.02,2.57,427.96,-65.44,362.52
209,43.29,292.7,26.08,-2.72,-152.14,58.68,174.5,-69.24,2.62,440.39,-66.63,373.76
210,37.56,289.25,22.96,-2.75,-164.18,62.12,185.55,-66.63,2.52,430.51,-64.11,366.4
211,37.37,297.81,24.09,-2.4,-155.16,54.48,177.78,-67.65,2.58,433.97,-65.07,368.9
212,30.91,299.01,23.53,-2.96,-158.45,63.46,179.14,-66.49,2.59,434.65,-63.9,370.74
213,34.61,290.58,22.64,-3.07,-156.46,62.8,178.23,-67.62,2.58,429.33,-65.05,364.29
214,42.58,282.14,23.88,-3.08,-165.52,70.71,186.65,-66.54,2.54,437.37,-64.0,373.37
215,34.79,295.83,23.87,-2.84,-163.15,62.89,184.51,-66.22,2.58,435.9,-63.64,372.27
216,38.82,288.47,20.99,-2.66,-162.02,64.08,183.58,-68.39,2.57,431.25,-65.82,365.43
217,34.62,295.83,24.29,-2.91,-160.48,60.76,182.17,-66.52,2.6,434.28,-63.91,370.37
218,27.06,299.22,21.9,-2.52,-159.14,64.75,180.95,-66.72,2.61,432.22,-64.11,368.11
219,44.35,282.92,22.94,-2.89,-156.88,63.66,178.67,-66.28,2.56,432.78,-63.72,369.06
220,32.02,291.31,23.98,-2.42,-159.52,65.85,182.65,-67.98,2.6,433.86,-65.38,368.48
221,30.52,296.58,23.93,-1.81,-164.0,66.34,185.8,-67.6,2.51,437.36,-65.08,372.27
222,27.73,307.28,23.94,-3.42,-154.53,57.06,176.9,-68.0,2.56,434.96,-65.44,369.52
223,28.55,301.67,22.42,-3.07,-158.73,61.4,180.37,-67.96,2.58,432.6,-65.38,367.22
224,41.24,286.12,25.84,-2.71,-161.08,65.81,181.9,-66.19,2.53,437.11,-63.67,373.45
