GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
404,821.02,2421.71,2942.98,-2317.43,-20439.54,1098.16,11226.75,-2377.1,91.46,-4246.34,-2285.64,-6531.98
405,857.35,2465.1,2912.79,-2307.73,-20379.56,1085.55,11214.25,-2413.65,92.02,-4152.23,-2321.63,-6473.86
406,882.54,2361.48,2925.22,-2311.94,-20504.6,1102.27,11322.12,-2367.67,91.45,-4222.91,-2276.22,-6499.13
407,868.62,2374.25,2917.86,-2308.22,-20389.85,1096.71,11261.53,-2430.65,91.11,-4179.1,-2339.54,-6518.65
408,869.48,2387.82,2899.19,-2285.07,-20429.8,1114.04,11250.41,-2389.63,92.46,-4193.93,-2297.17,-6491.1
409,878.92,2406.07,2927.66,-2292.92,-20420.16,1081.37,11270.66,-2426.06,93.33,-4148.39,-2332.73,-6481.12
410,909.83,2423.67,2903.73,-2317.03,-20405.43,1060.98,11293.83,-2406.39,92.65,-4130.42,-2313.74,-6444.15
411,909.89,2408.81,2921.17,-2289.57,-20378.93,1103.63,11278.14,-2455.58,92.95,-4046.86,-2362.62,-6409.48
412,912.37,2416.81,2934.19,-2294.26,-20499.33,1084.92,11300.94,-2404.12,92.26,-4144.36,-2311.86,-6456.22
413,853.15,2414.01,2939.31,-2301.87,-20465.8,1088.05,11238.38,-2360.73,91.41,-4234.78,-2269.33,-6504.1
414,916.65,2376.95,2923.23,-2280.14,-20338.93,1081.48,11236.29,-2494.95,91.8,-4084.47,-2403.15,-6487.62
415,878.71,2432.53,2916.91,-2306.25,-20423.48,1085.89,11314.79,-2472.34,92.86,-4100.9,-2379.48,-6480.38
416,882.76,2464.81,2942.54,-2288.87,-20392.7,1082.27,11248.81,-2454.55,96.81,-4060.37,-2357.75,-6418.12
417,913.41,2420.93,2948.98,-2281.98,-20415.64,1069.22,11259.76,-2442.3,93.88,-4085.32,-2348.42,-6433.74
418,855.19,2322.29,2927.38,-2305.79,-20346.46,1107.8,11310.8,-2445.54,91.1,-4128.79,-2354.45,-6483.24
419,918.59,2455.9,2911.31,-2278.44,-20432.17,1089.52,11213.31,-2369.93,92.06,-4121.98,-2277.87,-6399.84
420,888.55,2406.09,2895.56,-2276.58,-20483.42,1084.06,11261.7,-2375.73,92.7,-4224.03,-2283.03,-6507.06
421,893.28,2416.99,2915.39,-2297.59,-20386.08,1074.7,11273.48,-2447.6,92.38,-4109.82,-2355.21,-6465.04
422,856.9,2350.95,2912.61,-2317.86,-20440.47,1107.37,11237.31,-2403.34,91.78,-4293.19,-2311.56,-6604.75
423,879.7,2433.73,2889.43,-2262.53,-20385.48,1087.03,11325.67,-2511.02,95.45,-4032.44,-2415.57,-6448.01
424,901.82,2445.8,2913.8,-2312.49,-20374.55,1075.53,11286.94,-2508.94,93.2,-4063.16,-2415.74,-6478.9
425,899.04,2467.52,2940.71,-2314.71,-20418.75,1066.96,11281.79,-2446.65,92.38,-4077.44,-2354.27,-6431.7
426,859.88,2349.45,2932.8,-2300.07,-20337.86,1070.3,11263.49,-2491.78,94.68,-4162.01,-2397.1,-6559.11
427,890.03,2377.9,2887.43,-2272.19,-20343.03,1078.01,11251.08,-2492.67,96.11,-4130.77,-2396.56,-6527.32
428,919.95,2453.69,2937.22,-2264.89,-20393.34,1068.78,11242.05,-2418.29,94.52,-4036.54,-2323.77,-6360.31
429,887.87,2293.43,2940.56,-2322.57,-20447.95,1099.31,11324.73,-2435.83,93.79,-4224.63,-2342.05,-6566.67
430,874.88,2385.86,2934.87,-2317.94,-20561.36,1080.51,11351.92,-2369.47,91.13,-4251.27,-2278.34,-6529.6
431,880.8,2398.11,2886.32,-2294.34,-20461.38,1099.44,11321.16,-2426.22,93.34,-4169.9,-2332.88,-6502.78
432,907.72,2387.08,2895.72,-2267.41,-20399.93,1107.56,11318.52,-2504.28,94.43,-4050.76,-2409.85,-6460.61
433,896.58,2429.68,2950.46,-2285.98,-20498.05,1103.12,11362.99,-2467.54,94.12,-4041.2,-2373.42,-6414.63
434,851.14,2379.48,2952.28,-2305.82,-20393.09,1084.8,11337.82,-2496.33,92.73,-4093.38,-2403.6,-6496.98
435,883.78,2404.44,2948.96,-2286.53,-20431.13,1109.39,11314.14,-2464.24,92.95,-4056.94,-2371.3,-6428.24
436,872.12,2373.15,2954.1,-2285.83,-20533.98,1091.64,11342.43,-2380.67,92.49,-4186.38,-2288.18,-6474.56
437,889.42,2426.99,2953.07,-2276.29,-20374.67,1099.35,11258.23,-2443.7,93.45,-4023.88,-2350.26,-6374.14
438,891.32,2442.46,2937.98,-2298.91,-20489.19,1082.75,11273.37,-2391.32,95.15,-4160.22,-2296.16,-6456.38
439,858.97,2392.18,2923.09,-2238.52,-20409.98,1125.59,11305.41,-2494.36,93.11,-4043.25,-2401.25,-6444.5
440,867.6,2361.73,2924.18,-2297.85,-20557.75,1102.1,11306.49,-2368.46,92.67,-4293.5,-2275.78,-6569.28
441,903.46,2409.11,2940.08,-2285.86,-20398.01,1060.0,11234.3,-2434.27,92.77,-4136.92,-2341.5,-6478.41
442,904.78,2444.99,2979.67,-2274.52,-20558.36,1111.24,11343.77,-2388.01,93.94,-4048.43,-2294.08,-6342.51
443,901.95,2353.21,2880.04,-2289.17,-20481.53,1076.56,11249.38,-2355.69,90.81,-4309.56,-2264.87,-6574.44
444,861.5,2422.9,2962.98,-2287.32,-20467.02,1089.58,11259.49,-2418.47,91.03,-4157.89,-2327.44,-6485.33
445,924.06,2395.84,2967.64,-2298.78,-20363.97,1083.29,11159.36,-2407.87,92.66,-4132.56,-2315.21,-6447.77
446,902.6,2438.7,2955.66,-2306.34,-20368.27,1068.91,11289.65,-2508.02,92.59,-4019.09,-2415.43,-6434.52
447,860.61,2407.56,2898.91,-2301.02,-20347.01,1077.92,11267.61,-2503.39,93.09,-4135.42,-2410.3,-6545.71
448,825.28,2407.88,2914.56,-2302.21,-20465.31,1074.92,11288.27,-2401.52,91.59,-4256.63,-2309.92,-6566.55
449,875.22,2403.41,2944.79,-2277.88,-20516.31,1098.03,11316.13,-2416.69,94.54,-4156.61,-2322.15,-6478.76
450,854.65,2356.67,2944.19,-2332.51,-20313.72,1089.04,11237.5,-2437.24,91.06,-4164.19,-2346.18,-6510.37
451,870.95,2406.79,2933.95,-2312.03,-20340.19,1098.62,11304.35,-2471.85,91.69,-4037.56,-2380.16,-6417.72
452,870.58,2385.65,2930.0,-2273.33,-20409.62,1071.92,11198.42,-2436.6,92.53,-4226.38,-2344.08,-6570.45
453,869.03,2436.9,2882.28,-2322.81,-20418.27,1061.69,11318.7,-2444.24,90.76,-4172.48,-2353.48,-6525.96
454,864.97,2294.84,2949.78,-2265.37,-20428.15,1079.54,11303.49,-2442.2,93.59,-4200.9,-2348.61,-6549.52
455,860.29,2356.22,2911.2,-2286.89,-20473.67,1095.49,11329.49,-2400.24,92.55,-4207.88,-2307.69,-6515.57
456,893.11,2441.22,2903.62,-2293.15,-20397.81,1077.64,11240.15,-2452.87,92.72,-4135.21,-2360.15,-6495.36
457,878.08,2373.41,2929.14,-2320.18,-20423.52,1087.11,11287.97,-2451.37,92.1,-4187.99,-2359.27,-6547.26
458,870.74,2427.83,2918.28,-2317.89,-20405.85,1079.87,11271.98,-2464.45,91.07,-4155.04,-2373.38,-6528.42
459,877.58,2397.39,2905.45,-2292.91,-20357.63,1093.78,11253.84,-2499.4,95.2,-4122.49,-2404.19,-6526.69
460,904.94,2389.72,2984.84,-2300.7,-20510.49,1086.45,11269.13,-2350.3,90.61,-4176.12,-2259.69,-6435.8
461,864.3,2432.15,2938.16,-2334.4,-20533.16,1089.84,11244.78,-2296.4,89.63,-4298.33,-2206.77,-6505.1
462,911.8,2446.68,2922.6,-2339.23,-20355.41,1062.87,11229.7,-2443.75,92.08,-4120.99,-2351.67,-6472.67
463,848.21,2345.48,2947.44,-2293.1,-20395.88,1144.48,11284.7,-2428.27,93.87,-4118.66,-2334.4,-6453.06
464,882.62,2383.23,2902.13,-2331.69,-20436.33,1100.9,11278.69,-2405.97,90.91,-4220.44,-2315.05,-6535.49
465,837.95,2455.3,2939.35,-2312.26,-20514.94,1099.53,11241.68,-2280.92,91.26,-4253.4,-2189.66,-6443.06
466,918.17,2375.32,2928.36,-2328.57,-20552.33,1072.57,11268.68,-2281.01,89.27,-4317.8,-2191.74,-6509.54
467,875.61,2382.95,2915.19,-2329.77,-20466.06,1041.73,11240.85,-2352.25,90.38,-4339.5,-2261.87,-6601.36
468,904.04,2420.2,2922.58,-2302.72,-20473.17,1083.17,11255.42,-2310.82,91.31,-4190.47,-2219.51,-6409.98
469,855.02,2392.44,2926.54,-2300.74,-20465.3,1096.92,11226.47,-2315.52,91.36,-4268.65,-2224.17,-6492.82
470,848.76,2424.13,2925.06,-2279.33,-20472.85,1090.59,11259.05,-2350.62,91.09,-4204.6,-2259.53,-6464.13
471,925.83,2399.15,2916.12,-2302.73,-20522.8,1083.64,11283.47,-2333.55,92.38,-4217.31,-2241.16,-6458.48
472,882.39,2353.7,2929.23,-2299.71,-20512.85,1086.2,11259.54,-2322.79,92.41,-4301.49,-2230.38,-6531.87
473,898.59,2410.02,2955.12,-2310.49,-20510.02,1051.08,11217.98,-2317.57,90.34,-4287.73,-2227.23,-6514.96
474,870.66,2427.33,2924.59,-2301.95,-20472.88,1103.24,11225.22,-2358.8,90.93,-4223.8,-2267.87,-6491.67
475,870.73,2378.35,2957.31,-2280.65,-20668.47,1125.85,11330.74,-2287.03,92.6,-4286.15,-2194.43,-6480.58
476,835.58,2415.45,2951.82,-2332.4,-20477.75,1125.7,11352.49,-2403.73,91.93,-4129.12,-2311.8,-6440.92
477,906.27,2337.0,2900.05,-2232.7,-20386.36,1090.31,11259.5,-2494.34,93.13,-4125.92,-2401.21,-6527.13
478,887.44,2408.88,2944.08,-2283.51,-20482.0,1055.64,11302.8,-2419.4,92.72,-4166.68,-2326.68,-6493.35
479,879.81,2435.3,2948.66,-2298.75,-20530.59,1083.47,11293.76,-2394.56,91.93,-4188.35,-2302.64,-6490.98
480,893.15,2432.34,2953.41,-2299.11,-20454.55,1100.16,11250.06,-2364.74,91.22,-4124.53,-2273.52,-6398.05
481,856.91,2380.44,2902.65,-2314.68,-20410.34,1086.6,11249.88,-2365.54,91.41,-4248.54,-2274.13,-6522.67
482,895.93,2393.81,2931.15,-2301.77,-20476.51,1078.9,11233.56,-2386.7,90.77,-4244.93,-2295.92,-6540.85
483,886.4,2404.23,2930.61,-2279.98,-20539.22,1076.28,11323.05,-2357.03,91.68,-4198.61,-2265.35,-6463.96
484,892.56,2371.88,2931.25,-2299.48,-20553.16,1078.88,11269.53,-2334.11,94.17,-4308.54,-2239.94,-6548.47
485,944.79,2406.35,2953.04,-2299.05,-20439.04,1071.41,11246.8,-2413.84,94.53,-4115.69,-2319.31,-6435.0
486,869.09,2431.1,2958.17,-2282.22,-20394.24,1089.18,11276.2,-2491.38,95.12,-4052.72,-2396.26,-6448.97
487,865.11,2363.93,2931.86,-2277.66,-20425.05,1093.37,11267.97,-2417.52,93.18,-4180.48,-2324.34,-6504.82
488,917.49,2426.09,2901.54,-2293.49,-20333.99,1076.07,11202.56,-2445.4,92.84,-4103.73,-2352.56,-6456.29
489,875.56,2426.54,2981.39,-2301.73,-20386.63,1087.6,11260.54,-2437.81,94.36,-4056.73,-2343.46,-6400.18
490,873.5,2397.95,2915.22,-2303.99,-20564.02,1101.82,11303.94,-2351.67,93.58,-4275.58,-2258.09,-6533.66
491,886.71,2383.16,2908.3,-2293.44,-20515.49,1081.96,11304.98,-2396.36,93.42,-4243.81,-2302.94,-6546.75
492,838.83,2428.59,2943.59,-2263.54,-20495.51,1090.7,11316.17,-2399.9,94.33,-4141.16,-2305.57,-6446.74
493,883.52,2447.82,2943.63,-2288.35,-20486.22,1091.63,11243.67,-2341.85,90.77,-4164.3,-2251.08,-6415.37
494,877.65,2364.38,2933.5,-2295.0,-20478.84,1092.86,11297.93,-2370.01,92.16,-4207.51,-2277.84,-6485.35
495,905.83,2398.05,2914.59,-2285.67,-20455.5,1127.25,11303.26,-2420.23,94.52,-4092.2,-2325.71,-6417.9
496,884.04,2447.04,2941.28,-2303.0,-20494.92,1097.41,11276.51,-2411.53,92.56,-4151.63,-2318.97,-6470.6
497,942.31,2400.27,2936.49,-2291.14,-20511.97,1071.08,11300.83,-2398.82,92.19,-4152.14,-2306.63,-6458.77
498,839.99,2459.93,2943.97,-2295.64,-20478.9,1098.43,11302.27,-2396.05,92.04,-4129.96,-2304.0,-6433.96
499,858.2,2437.68,2914.96,-2266.6,-20471.83,1072.59,11238.21,-2382.91,91.17,-4216.8,-2291.74,-6508.53
500,897.23,2399.24,2950.31,-2309.38,-20488.96,1101.42,11289.36,-2395.9,92.46,-4160.78,-2303.44,-6464.21

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,807.53,2183.81,2921.59,-2296.1,-20319.22,1042.67,11021.91,-2302.34,88.66,-4637.81,-2213.68,-6851.48
201,835.84,2132.69,2925.14,-2324.46,-20261.99,1027.32,11025.77,-2319.99,88.93,-4639.69,-2231.05,-6870.74
202,845.11,2109.28,2883.53,-2265.63,-20241.45,1039.06,11057.55,-2370.91,91.08,-4572.55,-2279.83,-6852.38
203,851.26,2070.24,2895.89,-2268.72,-20240.87,1023.88,11049.67,-2390.99,89.7,-4618.66,-2301.29,-6919.95
204,841.68,2104.29,2909.49,-2273.59,-20231.63,1060.26,11082.39,-2443.5,92.53,-4507.12,-2350.98,-6858.1
205,895.43,2118.39,2882.86,-2266.6,-20244.54,1041.57,11065.38,-2448.1,92.85,-4507.51,-2355.26,-6862.77
206,804.69,2038.59,2893.74,-2303.99,-20239.08,1039.95,11080.61,-2415.35,90.94,-4685.49,-2324.41,-7009.91
207,879.07,2131.17,2911.73,-2259.15,-20381.56,1029.66,11061.27,-2293.1,90.85,-4627.81,-2202.24,-6830.06
208,802.64,2096.58,2895.22,-2303.97,-20301.55,1034.97,11070.58,-2352.57,90.6,-4705.53,-2261.96,-6967.49
209,830.94,2080.5,2909.8,-2333.96,-20306.0,1020.82,11056.61,-2318.77,87.6,-4741.28,-2231.17,-6972.44
210,837.98,2161.0,2913.69,-2318.97,-20126.27,1015.83,10951.71,-2393.06,91.1,-4565.03,-2301.96,-6866.99
211,874.06,2085.97,2946.59,-2269.58,-20284.97,1028.16,11058.7,-2347.7,90.41,-4561.08,-2257.29,-6818.37
212,835.01,2089.43,2900.13,-2330.44,-20316.07,1028.46,11074.99,-2290.45,89.38,-4718.5,-2201.06,-6919.56
213,835.23,2050.36,2914.86,-2327.38,-20259.61,1034.81,11100.72,-2404.0,88.82,-4651.02,-2315.18,-6966.2
214,867.17,2125.0,2922.4,-2254.16,-20259.16,1020.2,11058.75,-2411.63,92.72,-4519.81,-2318.91,-6838.72
215,866.66,2064.66,2941.93,-2286.43,-20311.7,1018.65,11067.66,-2315.8,89.88,-4638.58,-2225.92,-6864.5
216,871.93,2066.36,2912.6,-2343.54,-20217.3,1044.54,11005.37,-2290.25,88.57,-4660.04,-2201.68,-6861.71
217,895.34,2100.49,2941.47,-2310.57,-20372.68,1032.23,11067.65,-2270.45,88.85,-4646.06,-2181.6,-6827.66
218,830.99,2063.44,2939.14,-2319.11,-20245.36,1041.97,11072.85,-2378.83,91.19,-4616.1,-2287.64,-6903.73
219,822.96,2072.27,2878.85,-2255.46,-20346.49,1030.45,11085.01,-2360.81,92.39,-4712.41,-2268.42,-6980.83
220,883.51,2145.21,2917.98,-2285.59,-20166.74,1023.75,10989.63,-2361.86,89.09,-4492.24,-2272.77,-6765.01
221,852.53,2096.78,2900.05,-2295.87,-20281.72,1010.68,11072.25,-2355.33,89.74,-4645.3,-2265.59,-6910.89
222,815.81,2041.38,2905.82,-2289.39,-20359.3,1034.34,11109.02,-2292.9,90.66,-4742.32,-2202.24,-6944.56
223,847.38,2090.1,2904.99,-2281.42,-20215.47,1022.89,10930.7,-2300.44,89.79,-4700.83,-2210.66,-6911.49
224,878.82,2215.49,2885.14,-2255.75,-20219.86,1031.73,11004.18,-2350.28,90.94,-4460.25,-2259.34,-6719.59
225,836.68,2083.21,2919.57,-2300.52,-20357.37,1008.19,11030.61,-2271.42,89.64,-4779.63,-2181.78,-6961.41
226,850.68,2138.73,2913.68,-2296.49,-20296.94,1038.78,11097.76,-2348.47,88.36,-4553.8,-2260.1,-6813.91
227,825.66,2110.51,2917.46,-2301.68,-20252.01,1018.59,11074.85,-2374.71,88.11,-4606.62,-2286.6,-6893.22
228,856.51,2072.93,2899.88,-2270.63,-20317.76,1022.55,10994.41,-2294.21,91.59,-4742.12,-2202.62,-6944.74
229,842.14,2075.01,2912.43,-2262.26,-20400.82,1025.77,11064.07,-2269.53,91.4,-4743.65,-2178.13,-6921.78
230,805.29,2066.25,2898.91,-2298.04,-20390.77,1021.36,11113.3,-2267.25,88.59,-4783.69,-2178.66,-6962.35
231,835.08,2143.65,2919.22,-2289.15,-20352.05,1028.99,11095.98,-2329.08,89.55,-4618.27,-2239.53,-6857.8
232,833.71,2121.49,2919.03,-2313.2,-20404.44,1021.51,11094.56,-2282.12,89.07,-4727.33,-2193.05,-6920.39
233,847.48,2140.3,2908.5,-2275.9,-20422.23,1021.66,11070.43,-2255.65,88.71,-4709.77,-2166.95,-6876.72
234,805.21,2189.94,2923.08,-2324.47,-20440.62,1025.2,11099.14,-2230.94,88.79,-4722.51,-2142.15,-6864.66
235,889.83,2023.22,2875.97,-2292.11,-20234.6,999.81,11038.92,-2377.53,90.15,-4698.96,-2287.38,-6986.35
236,864.17,2100.5,2909.41,-2286.25,-20320.09,1003.39,11085.6,-2339.58,89.19,-4643.26,-2250.38,-6893.65
237,882.22,2089.87,2876.07,-2311.88,-20253.92,1037.56,11096.2,-2380.81,90.52,-4583.88,-2290.29,-6874.17
238,872.05,2075.69,2920.97,-2346.96,-20255.27,1023.54,11041.82,-2321.88,87.14,-4668.15,-2234.74,-6902.89
239,826.33,2109.69,2911.24,-2284.25,-20334.89,1026.52,11057.58,-2327.36,89.77,-4687.77,-2237.59,-6925.37
240,896.86,2112.94,2898.57,-2307.41,-20356.75,1040.9,11082.92,-2272.86,88.18,-4631.97,-2184.67,-6816.64
241,834.65,2120.38,2921.47,-2322.84,-20240.38,1040.61,11075.98,-2359.26,87.83,-4570.13,-2271.43,-6841.56
242,823.59,2128.8,2892.24,-2305.23,-20242.95,1046.97,11062.11,-2398.62,88.78,-4594.46,-2309.84,-6904.3
243,873.47,2157.62,2871.74,-2317.71,-20204.53,1034.29,11062.76,-2429.69,92.02,-4522.36,-2337.67,-6860.03
244,848.18,2131.47,2894.25,-2292.79,-20325.06,1038.77,10953.32,-2285.02,88.61,-4751.84,-2196.41,-6948.25
245,899.45,2129.88,2897.05,-2273.33,-20324.9,1015.91,11082.83,-2296.99,85.74,-4573.1,-2211.25,-6784.35
246,857.5,2079.19,2919.8,-2327.31,-20338.88,1004.02,11070.65,-2275.17,88.68,-4735.04,-2186.5,-6921.53
247,858.42,2111.74,2894.16,-2270.54,-20319.84,1031.17,11076.84,-2326.14,88.75,-4618.05,-2237.4,-6855.45
248,855.95,2080.14,2897.73,-2271.22,-20263.52,1026.83,11086.55,-2375.14,91.76,-4587.54,-2283.39,-6870.93
249,854.46,2086.62,2879.15,-2286.52,-20372.92,1003.29,11095.75,-2297.34,89.82,-4740.18,-2207.52,-6947.7
250,837.46,2084.95,2888.47,-2282.41,-20311.12,1024.48,11055.96,-2332.6,91.05,-4702.21,-2241.55,-6943.76
251,810.15,2103.65,2941.56,-2273.05,-20311.75,1041.48,11040.13,-2351.73,90.97,-4647.83,-2260.76,-6908.59
252,908.31,2098.63,2902.45,-2260.89,-20336.88,997.48,11059.44,-2314.02,92.18,-4631.47,-2221.84,-6853.31
253,844.82,2141.31,2882.04,-2243.89,-20365.85,1027.09,11026.23,-2283.49,91.0,-4688.25,-2192.49,-6880.73
254,817.72,2044.89,2914.38,-2296.16,-20397.84,1042.84,11048.23,-2260.51,89.3,-4825.94,-2171.21,-6997.15
255,847.75,2096.74,2853.24,-2296.71,-20219.95,1014.29,11070.72,-2407.02,90.14,-4633.91,-2316.88,-6950.78
256,869.45,2066.62,2889.05,-2272.78,-20304.5,1034.92,11063.97,-2357.03,88.69,-4653.28,-2268.34,-6921.62
257,874.12,2118.15,2882.8,-2289.55,-20454.42,1038.97,11152.52,-2302.03,87.26,-4677.42,-2214.77,-6892.2
258,861.09,2092.36,2882.85,-2288.88,-20291.03,1030.56,11145.08,-2384.59,88.94,-4567.96,-2295.65,-6863.62
259,852.6,2131.74,2864.36,-2267.97,-20286.94,1015.98,11061.3,-2364.49,91.34,-4628.92,-2273.14,-6902.07
260,875.92,2098.79,2903.51,-2249.42,-20222.81,1047.42,11126.35,-2466.1,91.99,-4420.24,-2374.12,-6794.36
261,884.62,2094.93,2898.85,-2266.95,-20143.59,1027.21,10992.79,-2404.26,90.45,-4512.14,-2313.81,-6825.95
262,846.4,2115.1,2909.31,-2279.79,-20410.34,1043.46,11054.71,-2236.01,89.86,-4721.14,-2146.15,-6867.29
263,848.01,2118.29,2854.14,-2258.21,-20392.54,1023.94,11095.79,-2256.23,90.18,-4710.58,-2166.05,-6876.63
264,849.34,2061.55,2895.29,-2318.93,-20308.2,1018.86,11102.1,-2302.28,88.14,-4699.99,-2214.14,-6914.13
265,835.91,2125.96,2927.01,-2277.75,-20218.57,1030.13,11048.84,-2365.43,90.19,-4528.48,-2275.25,-6803.72
266,874.67,2091.5,2905.31,-2284.94,-20308.7,1023.55,11054.63,-2335.32,87.82,-4643.99,-2247.5,-6891.49
267,808.15,2112.82,2920.43,-2306.12,-20375.2,1015.72,11089.45,-2308.87,89.27,-4734.75,-2219.6,-6954.35
268,844.01,2090.39,2868.1,-2301.87,-20322.89,1044.64,11044.56,-2274.97,87.05,-4733.06,-2187.92,-6920.98
269,840.4,2086.62,2904.54,-2295.91,-20247.86,1029.95,11033.58,-2373.21,91.14,-4648.69,-2282.07,-6930.75
270,837.97,2157.46,2924.17,-2269.94,-20327.05,1030.85,11026.76,-2331.35,89.91,-4619.77,-2241.44,-6861.22
271,831.54,2069.16,2901.33,-2290.39,-20312.62,1010.19,11091.86,-2346.63,92.2,-4698.94,-2254.43,-6953.37
272,846.14,2106.28,2928.43,-2283.41,-20298.84,1043.97,11134.47,-2399.7,92.03,-4522.95,-2307.67,-6830.62
273,797.68,2058.5,2928.67,-2329.03,-20271.78,1031.59,11105.27,-2368.96,89.29,-4679.11,-2279.68,-6958.79
274,838.22,2044.85,2937.53,-2275.07,-20312.04,1058.01,11124.25,-2412.06,93.01,-4584.24,-2319.06,-6903.29
275,877.79,2085.03,2907.15,-2283.2,-20292.77,1032.67,11103.04,-2346.35,87.4,-4570.3,-2258.95,-6829.25
276,859.07,2157.72,2949.9,-2296.26,-20261.75,1030.95,11144.72,-2427.23,92.11,-4415.64,-2335.12,-6750.76
277,842.08,2185.75,2895.34,-2247.02,-20325.02,1028.22,11085.3,-2357.24,90.89,-4535.35,-2266.34,-6801.7
278,810.99,2127.79,2923.85,-2230.66,-20386.08,1039.91,11167.64,-2396.04,93.25,-4546.55,-2302.79,-6849.34
279,867.01,2046.59,2939.8,-2305.81,-20336.08,1029.67,11145.48,-2352.57,91.22,-4613.34,-2261.35,-6874.69
280,873.14,2100.09,2947.45,-2273.31,-20241.81,1051.12,11137.29,-2452.51,93.71,-4406.04,-2358.8,-6764.83
281,808.17,2088.63,2882.77,-2291.26,-20320.86,1024.12,11136.49,-2368.01,92.1,-4671.94,-2275.91,-6947.85
282,837.12,2095.39,2903.66,-2267.21,-20262.47,1029.83,11104.91,-2416.64,90.18,-4558.77,-2326.46,-6885.23
283,849.16,2120.65,2944.98,-2300.45,-20201.47,1022.49,11065.46,-2453.36,91.18,-4499.18,-2362.18,-6861.36
284,852.67,2075.51,2936.33,-2251.3,-20356.96,1036.0,11170.31,-2354.81,90.3,-4537.43,-2264.51,-6801.93
285,890.53,2106.76,2861.77,-2284.87,-20182.36,1014.5,11025.14,-2395.87,93.14,-4568.53,-2302.74,-6871.27
286,833.7,2132.44,2898.74,-2301.33,-20166.32,1047.52,11037.17,-2442.25,94.53,-4518.09,-2347.72,-6865.81
287,862.93,2115.57,2929.53,-2243.24,-20345.38,1026.76,11119.71,-2355.9,94.21,-4534.1,-2261.7,-6795.8
288,837.81,2079.16,2888.24,-2270.99,-20292.47,1043.08,11081.77,-2371.91,92.02,-4633.4,-2279.89,-6913.29
289,839.98,2108.43,2907.88,-2283.19,-20222.61,1003.53,11075.54,-2413.74,94.26,-4570.44,-2319.48,-6889.92
290,847.35,2163.3,2894.25,-2271.86,-20151.73,1017.68,11096.49,-2478.11,92.51,-4404.51,-2385.61,-6790.12
291,889.55,2099.02,2886.96,-2293.15,-20250.95,1021.53,11067.18,-2367.32,92.37,-4579.85,-2274.94,-6854.8
292,867.32,2101.46,2933.42,-2278.69,-20096.55,1026.61,11066.19,-2503.05,94.04,-4380.25,-2409.01,-6789.26
293,841.8,2093.63,2892.44,-2251.12,-20264.99,1018.6,11084.32,-2390.1,91.55,-4585.31,-2298.54,-6883.86
294,864.98,2086.85,2939.27,-2249.94,-20409.48,1012.95,11140.28,-2328.8,95.91,-4615.08,-2232.89,-6847.98
295,862.81,2063.2,2920.01,-2274.91,-20272.81,1056.97,11111.26,-2435.84,93.56,-4533.45,-2342.28,-6875.73
296,860.4,2092.41,2934.57,-2270.75,-20276.67,1031.23,11146.7,-2446.72,96.42,-4482.11,-2350.29,-6832.4
297,808.61,2055.84,2910.45,-2250.28,-20313.25,1054.14,11200.96,-2483.54,96.05,-4533.53,-2387.49,-6921.01
298,843.82,2108.52,2953.8,-2240.44,-20232.48,1018.04,11139.02,-2494.88,93.65,-4409.73,-2401.23,-6810.96
299,822.48,2145.83,2904.93,-2253.05,-20241.75,1031.47,11176.04,-2505.89,94.03,-4414.05,-2411.86,-6825.91
300,815.32,2084.24,2921.16,-2264.51,-20294.15,1039.71,11156.39,-2490.03,93.26,-4541.83,-2396.78,-6938.61
301,852.37,2095.55,2915.54,-2261.79,-20306.08,1029.83,11183.69,-2453.9,93.21,-4490.9,-2360.7,-6851.59
302,868.16,2150.12,2893.32,-2290.85,-20233.39,1005.94,11093.26,-2423.18,90.77,-4513.45,-2332.41,-6845.86
303,813.52,2134.46,2890.82,-2262.52,-20221.73,1046.45,11135.0,-2467.99,91.74,-4463.99,-2376.25,-6840.24
304,805.92,2106.79,2898.29,-2269.82,-20226.92,1023.26,11116.72,-2461.58,92.57,-4545.77,-2369.01,-6914.78
305,836.96,2110.74,2889.01,-2262.2,-20231.48,1021.63,11058.76,-2380.8,89.89,-4576.58,-2290.91,-6867.49
306,856.95,2068.42,2916.47,-2321.04,-20166.21,1021.53,11035.79,-2414.84,91.54,-4588.08,-2323.31,-6911.39
307,863.9,2129.8,2903.0,-2293.36,-20133.3,999.04,10995.23,-2394.24,91.62,-4535.69,-2302.62,-6838.31
308,923.89,2116.24,2905.24,-2259.23,-20183.32,1011.42,11035.27,-2412.72,93.78,-4450.48,-2318.95,-6769.43
309,862.98,2037.09,2893.68,-2302.88,-20169.04,1026.78,11058.24,-2423.5,92.6,-4593.14,-2330.9,-6924.04
310,831.31,2115.32,2932.5,-2301.66,-20290.7,1026.14,11084.92,-2389.0,91.28,-4602.16,-2297.72,-6899.88
311,857.42,2135.05,2938.19,-2260.72,-20193.87,1035.5,11074.87,-2438.83,93.91,-4413.56,-2344.91,-6758.48
