POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
383,0.0,0.0,-0.0,-0.0,-0.06,-0.0,0.0,1.5,-0.0,0.0,-0.06,1.5,1.45
384,0.0,0.0,-0.0,0.0,0.02,0.0,-0.0,0.07,0.0,0.0,0.02,0.07,0.09
385,-0.0,-0.0,-0.0,-0.0,-0.08,-0.0,0.0,0.27,0.0,0.0,-0.08,0.27,0.19
386,-0.0,0.0,0.0,-34.02,-9.3,0.0,-0.0,30.25,-2.47,0.0,-43.33,27.77,-15.56
387,0.0,-0.0,-0.0,-37.52,1.34,0.0,-0.0,24.53,-2.49,0.0,-36.17,22.05,-14.13
388,0.0,0.0,0.0,-32.52,-3.29,-0.0,0.0,27.1,-2.51,0.0,-35.81,24.59,-11.22
389,-0.0,-0.0,0.0,-36.95,-4.12,-0.0,-0.0,22.21,-2.54,0.0,-41.07,19.67,-21.4
390,-0.0,-0.0,0.0,-37.49,-7.76,0.0,-0.0,30.18,-2.51,0.0,-45.25,27.67,-17.58
391,-0.0,0.0,0.0,-33.86,-6.22,0.0,0.0,27.97,-2.49,0.0,-40.08,25.48,-14.6
392,-0.0,0.0,-0.0,-37.75,-4.87,-0.0,-0.0,28.68,-2.55,0.0,-42.61,26.13,-16.48
393,0.0,-0.0,0.0,-35.74,-8.26,-0.0,0.0,29.94,-2.53,0.0,-44.0,27.41,-16.58
